sgRNA	Gene	plasmid	ESC1
chr18:61009470-61009493	SLC6A7	37.96347556563158	13.05118130030126
chr6:124832231-124832254	CDCA3	51.25069201360264	47.85433143443795
chr16:30600893-30600916	FAM43A	7.592695113126316	7.6131890918424014
chr7:43408949-43408972	SIGLECG	23.727172228519738	0.0
chr3:123016567-123016590	MYOZ2	64.53790846157369	53.29232364289681
chr3:130726949-130726972	RPL34	131.92307759056973	169.66535690391638
chr12:11386854-11386877	VSNL1	63.5888215724329	109.84744261086894
chr3:67384659-67384682	MLF1	89.21416757923421	81.56988312688287
chr7:144508162-144508185	PPFIA1	24.67625911766053	34.80315013413669
chr9:107901315-107901338	MON1A	26.574432895942106	0.0
chr6:37915257-37915280	TRIM24	114.83951358603554	68.51870182658162
chr19:4106928-4106951	PITPNM1	46.50525756789869	5.437992208458859
chr15:5212053-5212076	TTC33	32.268954230786846	18.489173508760118
chr15:32177790-32177813	TAS2R119	74.02877735298158	94.62106442718414
chr8:71543428-71543451	FAM125A	29.421693563364474	2.1751968833835433
chr8:56039623-56039646	GLRA3	86.36690691181185	57.642717409663895
chr13:68577607-68577630	MTRR	32.268954230786846	43.50393766767087
chr5:113958718-113958741	SSH1	35.116214898209215	8.700787533534173
chr2:121173597-121173620	TUBGCP4	95.85777580321974	0.0
chr13:19376402-19376425	STARD3NL	86.36690691181185	33.71555169244492
chr5:107910005-107910028	FAM69A	112.94133980775395	51.11712675951327
chr3:88326133-88326156	0610031J06RIK	19.93082467195658	23.927165717218976
chr14:47380402-47380425	LGALS3	81.6214724661079	113.11023793594426
chr5:24477127-24477150	AGAP3	78.77421179868553	69.60630026827339
chr10:76470404-76470427	MCM3AP	61.69064779415132	152.26378183684804
chr9:53595307-53595330	ACAT1	71.18151668555922	77.21948936011579
chr13:19376393-19376416	STARD3NL	191.71555160643948	213.16929457158724
chr10:75927345-75927368	MMP11	55.04703957016579	90.27067066041705
chr8:70677974-70677997	LSM4	71.18151668555922	0.0
chr2:28573486-28573509	GTF3C5	87.31599380095264	1.0875984416917717
chr4:117890923-117890946	DPH2	28.472606674223687	13.05118130030126
chr11:70971816-70971839	RPAIN	39.86164934391316	10.875984416917717
chr6:71761404-71761427	REEP1	85.41782002267105	160.9645693703822
chr13:23011758-23011781	VMN1R213	47.454344457039475	81.56988312688287
chr6:149144342-149144365	4833442J19RIK	52.199778902743425	202.29331015466954
chrX:38066821-38066844	RHOX10	21.82899845023816	82.65748156857465
chr4:144703914-144703937	GM13178	21.82899845023816	0.0
chr1:6240177-6240200	RB1CC1	78.77421179868553	120.72342702778666
chr18:61234700-61234723	PDE6A	40.81073623305395	2.1751968833835433
chr6:57844325-57844348	VMN1R21	89.21416757923421	179.4537428791423
chr18:10658866-10658889	ABHD3	46.50525756789869	19.57677195045189
chr6:48702652-48702675	GIMAP6	102.50138402720528	182.71653820421764
chr7:28732780-28732803	FBXO17	64.53790846157369	189.24212885436827
chr8:23902010-23902033	ZMAT4	35.116214898209215	116.37303326101957
chr2:76370420-76370443	RBM45	35.116214898209215	46.766732992746185
chr3:131271874-131271897	HADH	8.541782002267105	2.1751968833835433
chr7:142895641-142895664	TH	66.43608223985527	125.07382079455374
chr3:68695182-68695205	IL12A	130.97399070142896	170.75295534560814
chr1:23849417-23849440	SMAP1	168.93746626706053	266.4616182144841
chr11:101093683-101093706	PSMC3IP	44.60708378961711	0.0
chr2:174456599-174456622	TUBB1	35.116214898209215	33.71555169244492
chr7:120174034-120174057	ANKS4B	13.287216447971053	72.8690955933487
chr7:81974255-81974278	BNC1	67.38516912899605	94.62106442718414
chr15:69017368-69017391	KHDRBS3	72.1306035747	76.13189091842402
chr15:3347564-3347587	GHR	70.23242979641843	5.437992208458859
chr2:91204272-91204295	ACP2	84.46873313353026	112.02263949425249
chr18:61221029-61221052	PDE6A	153.7520760408079	210.9940976882037
chr19:5953124-5953147	POLA2	63.5888215724329	54.379922084588586
chr16:20313108-20313131	CYP2AB1	45.556170678757894	44.591536109362636
chr2:85770076-85770099	OLFR1013	50.301605124461844	141.3877974199303
chr8:105285508-105285531	4931428F04RIK	30.370780452505265	46.766732992746185
chr15:54747883-54747906	NOV	46.50525756789869	16.313976625376576
chr5:113961353-113961376	SSH1	112.94133980775395	142.47539586162208
chr2:86677103-86677126	OLFR1086	111.99225291861316	108.75984416917717
chr11:117812651-117812674	SYNGR2	52.199778902743425	65.2559065015063
chr17:31512237-31512260	WDR4	23.727172228519738	8.700787533534173
chr17:47730670-47730693	PGC	150.90481537338553	200.11811327128598
chr7:23417856-23417879	NLRP5	55.04703957016579	150.08858495346448
chr2:32299231-32299254	GOLGA2	47.454344457039475	132.68700988639614
chr10:79880542-79880565	PRTN3	43.65799690047632	204.46850703805308
chr11:76954520-76954543	BLMH	19.93082467195658	43.50393766767087
chr15:79485484-79485507	KCNJ4	36.06530178735	13.05118130030126
chr12:37252552-37252575	AGMO	40.81073623305395	23.927165717218976
chr6:83109366-83109389	MRPL53	45.556170678757894	6.52559065015063
chr12:103765898-103765921	SERPINA1D	36.06530178735	54.379922084588586
chr13:31807379-31807402	FOXC1	15.185390226252633	0.0
chr2:88958560-88958583	OLFR1212	86.36690691181185	170.75295534560814
chr2:30038378-30038401	WDR34	37.96347556563158	120.72342702778666
chr11:108931530-108931553	AXIN2	60.74156090501053	7.6131890918424014
chr17:31455066-31455089	PDE9A	83.51964624438948	188.1545304126765
chr4:44983901-44983924	GRHPR	25.62534600680132	1.0875984416917717
chr9:21289222-21289245	CDKN2D	29.421693563364474	50.029528317821494
chr12:31624212-31624235	BCAP29	55.04703957016579	39.15354390090378
chr2:143573510-143573533	PCSK2	114.83951358603554	137.03740365316324
chrX:62290478-62290501	4933402E13RIK	156.59933670823028	354.55709199151755
chr5:121575137-121575160	ALDH2	13.287216447971053	18.489173508760118
chr8:107057306-107057329	NIP7	52.199778902743425	0.0
chr11:69191509-69191532	ALOX8	36.06530178735	21.751968833835434
chr14:41132856-41132879	SFTPA1	32.268954230786846	32.62795325075315
chr7:44015987-44016010	KLK1B26	69.28334290727764	88.0954737770335
chr16:64926496-64926519	HTR1F	32.268954230786846	28.277559483986064
chr14:48168249-48168272	PELI2	52.199778902743425	33.71555169244492
chr8:120015333-120015356	CRISPLD2	118.63586114259869	127.24901767793729
chr16:33062685-33062708	LMLN	37.01438867649079	14.138779741993032
chr3:51677555-51677578	MGST2	43.65799690047632	77.21948936011579
chr15:60823450-60823473	FAM84B	11.389042669689474	4.350393766767087
chr17:34932011-34932034	NEU1	20.87991156109737	3.262795325075315
chr13:11772446-11772469	RYR2	16.134477115393423	5.437992208458859
chr4:88754977-88755000	GM13271	48.40343134618027	45.67913455105441
chr14:70463278-70463301	PHYHIP	70.23242979641843	45.67913455105441
chr13:83592937-83592960	MEF2C	24.67625911766053	73.95669403504047
chr2:51955934-51955957	NMI	33.21804111992763	91.35826910210882
chr3:107968177-107968200	GSTM3	72.1306035747	31.540354809061377
chr16:20313102-20313125	CYP2AB1	18.032650893675	11.963582858609488
chrX:167489726-167489749	FRMPD4	53.14886579188421	27.189961042294293
chr15:32177653-32177676	TAS2R119	37.96347556563158	40.24114234259555
chr2:27741836-27741859	RXRA	46.50525756789869	20.664370392143663
chr14:50925581-50925604	APEX1	16.134477115393423	29.365157925677835
chr12:57238700-57238723	PRPS1L3	47.454344457039475	244.7096493806486
chrX:16734174-16734197	MAOB	64.53790846157369	53.29232364289681
chr2:154592311-154592334	PXMP4	54.097952681025006	88.0954737770335
chr8:47030434-47030457	ENPP6	108.19590536205001	162.05216781207398
chr7:14121658-14121681	SULT2A3	42.708910011335526	97.88385975225945
chr13:93663725-93663748	BHMT2	46.50525756789869	38.06594545921201
chr10:75927176-75927199	MMP11	64.53790846157369	255.58563379756635
chr11:53068692-53068715	FSTL4	92.06142824665659	31.540354809061377
chr8:83668479-83668502	PTGER1	128.12673003400658	48.94192987612973
chr11:108939321-108939344	AXIN2	33.21804111992763	44.591536109362636
chr8:71968228-71968251	ZFP961	69.28334290727764	76.13189091842402
chr4:117880896-117880919	B4GALT2	79.72329868782631	6.52559065015063
chr9:21201250-21201273	PDE4A	69.28334290727764	28.277559483986064
chr10:128641100-128641123	IKZF4	34.16712800906842	2.1751968833835433
chrX:13108073-13108096	USP9X	52.199778902743425	53.29232364289681
chr3:144201842-144201865	LMO4	64.53790846157369	18.489173508760118
chr17:25744500-25744523	MSLNL	59.79247401586974	51.11712675951327
chr6:135244162-135244185	GSG1	41.75982312219474	13.05118130030126
chr15:98931967-98931990	TUBA1B	79.72329868782631	104.40945040241007
chr3:26667564-26667587	SPATA16	39.86164934391316	34.80315013413669
chr11:69000070-69000093	PFAS	51.25069201360264	43.50393766767087
chr7:12152725-12152748	VMN1R78	76.87603802040395	116.37303326101957
chr18:10706071-10706094	ABHD3	33.21804111992763	43.50393766767087
chrX:135746199-135746222	ARMCX5	147.10846781682238	284.95079172324415
chr11:115960503-115960526	SAP30BP	75.92695113126317	48.94192987612973
chr1:20814696-20814719	MCM3	39.86164934391316	1.0875984416917717
chr11:58386770-58386793	2210415F13RIK	37.01438867649079	60.90551273473921
chr8:86560453-86560476	ABCC12	79.72329868782631	102.23425351902654
chr6:124700011-124700034	LPCAT3	57.89430023758816	105.49704884410185
chr17:46198651-46198674	POLH	62.63973468329211	48.94192987612973
chr19:10435594-10435617	SYT7	75.92695113126317	28.277559483986064
chr2:23155723-23155746	MASTL	13.287216447971053	0.0
chr10:125294593-125294616	SLC16A7	140.46485959283686	146.82578962838917
chr2:30048721-30048744	WDR34	6.6436082239855265	9.788385975225944
chr6:78467834-78467857	REG3G	51.25069201360264	123.98622235286197
chr16:10966450-10966473	LITAF	12.338129558830264	36.978347017520235
chr4:128617858-128617881	TLR12	43.65799690047632	81.56988312688287
chr1:6240183-6240206	RB1CC1	54.097952681025006	3.262795325075315
chrX:74023507-74023530	IRAK1	39.86164934391316	68.51870182658162
chr14:41133642-41133665	SFTPA1	147.10846781682238	215.34449145497078
chr2:79392994-79393017	CERKL	101.55229713806447	122.8986239111702
chr6:124832272-124832295	CDCA3	59.79247401586974	17.401575067068347
chr9:37429646-37429669	ROBO3	44.60708378961711	14.138779741993032
chrX:107870402-107870425	FAM46D	80.67238557696712	253.4104369141828
chr14:20686550-20686573	SEC24C	126.22855625572501	22.839567275527205
chr11:32387949-32387972	SH3PXD2B	24.67625911766053	3.262795325075315
chr3:88326127-88326150	0610031J06RIK	24.67625911766053	53.29232364289681
chr2:170119660-170119683	ZFP217	19.93082467195658	7.6131890918424014
chr13:68579637-68579660	MTRR	57.89430023758816	68.51870182658162
chr5:21743372-21743395	PMPCB	89.21416757923421	175.10334911237524
chr10:20246613-20246636	MTAP7	44.60708378961711	38.06594545921201
chr11:6297132-6297155	OGDH	148.05755470596316	85.92027689364996
chr15:8128404-8128427	NUP155	94.90868891407895	95.7086628688759
chr1:180726234-180726257	ACBD3	23.727172228519738	9.788385975225944
chr10:74185352-74185375	PCDH15	35.116214898209215	26.10236260060252
chr10:127742517-127742540	ZBTB39	20.87991156109737	6.52559065015063
chr15:89127941-89127964	HDAC10	37.01438867649079	6.52559065015063
chr7:128714434-128714457	MCMBP	53.14886579188421	0.0
chr2:152343120-152343143	TRIB3	55.04703957016579	43.50393766767087
chr3:158291954-158291977	LRRC7	84.46873313353026	163.13976625376574
chr2:112156051-112156074	OLFR1318	85.41782002267105	109.84744261086894
chr7:127019869-127019892	PRRT2	41.75982312219474	28.277559483986064
chr10:125294628-125294651	SLC16A7	86.36690691181185	101.14665507733477
chr9:123021514-123021537	TMEM42	8.541782002267105	10.875984416917717
chr8:110221168-110221191	FTSJD1	47.454344457039475	56.55511896797213
chr6:52729317-52729340	TAX1BP1	160.39568426479343	192.50492417944358
chr7:105481841-105481864	PRKCDBP	30.370780452505265	4.350393766767087
chr19:5641521-5641544	RELA	39.86164934391316	29.365157925677835
chr4:42756309-42756332	CCL19	5.694521334844737	5.437992208458859
chr16:4714632-4714655	NMRAL1	85.41782002267105	119.63582858609489
chr11:69001277-69001300	PFAS	25.62534600680132	26.10236260060252
chr9:38722637-38722660	VWA5A	72.1306035747	50.029528317821494
chr2:88224569-88224592	OLFR1170	53.14886579188421	142.47539586162208
chr5:24452375-24452398	AGAP3	46.50525756789869	45.67913455105441
chr14:55826510-55826533	NFATC4	60.74156090501053	58.73031585135567
chr19:5961135-5961158	POLA2	53.14886579188421	0.0
chr10:74303098-74303121	PCDH15	43.65799690047632	13.05118130030126
chr15:102222676-102222699	ITGB7	22.778085339378947	6.52559065015063
chr5:121575171-121575194	ALDH2	66.43608223985527	45.67913455105441
chr2:140159712-140159735	ESF1	44.60708378961711	0.0
chr1:166303488-166303511	ILDR2	78.77421179868553	46.766732992746185
chr7:45170268-45170291	SLC17A7	74.97786424212238	39.15354390090378
chr15:51799255-51799278	EIF3H	22.778085339378947	0.0
chr5:140607800-140607823	LFNG	125.27946936658422	134.86220676977968
chr5:135965807-135965830	SRCRB4D	85.41782002267105	103.3218519607183
chr2:31282340-31282363	NCS1	23.727172228519738	8.700787533534173
chr9:57700818-57700841	CYP1A1	23.727172228519738	7.6131890918424014
chr19:59937087-59937110	RAB11FIP2	58.84338712672895	151.17618339515627
chr17:47730171-47730194	PGC	27.523519785082897	11.963582858609488
chr6:85950074-85950097	DUSP11	30.370780452505265	56.55511896797213
chr2:120986893-120986916	TMEM62	58.84338712672895	87.00787533534174
chr16:4716313-4716336	NMRAL1	23.727172228519738	96.79626131056767
chr18:80973207-80973230	SALL3	49.35251823532106	80.4822846851911
chrX:37901333-37901356	RHOX9	76.87603802040395	75.04429247673224
chr4:116992867-116992890	UROD	78.77421179868553	11.963582858609488
chr16:58451717-58451740	DCBLD2	38.91256245477237	26.10236260060252
chr5:123642575-123642598	CLIP1	100.60321024892369	138.125002094855
chr6:40493715-40493738	TAS2R108	41.75982312219474	66.34350494319807
chr9:39597084-39597107	AW551984	42.708910011335526	32.62795325075315
chr9:14592752-14592775	AMOTL1	46.50525756789869	69.60630026827339
chr2:93642825-93642848	ALX4	35.116214898209215	93.53346598549237
chr15:90679179-90679202	CPNE8	30.370780452505265	42.416339225979094
chr7:140153504-140153527	SPRN	68.33425601813684	45.67913455105441
chr14:20604095-20604118	USP54	39.86164934391316	10.875984416917717
chr15:96419924-96419947	SCAF11	64.53790846157369	45.67913455105441
chr12:73585311-73585334	PRKCH	16.134477115393423	17.401575067068347
chr5:3666815-3666838	4930511M11RIK	135.7194251471329	205.55610547974484
chr6:124832164-124832187	CDCA3	65.48699535071448	40.24114234259555
chr18:25753479-25753502	CELF4	94.90868891407895	68.51870182658162
chr11:115604750-115604773	MRPS7	29.421693563364474	13.05118130030126
chr13:83635435-83635458	MEF2C	28.472606674223687	96.79626131056767
chr12:110813600-110813623	STK30	80.67238557696712	71.78149715165694
chr2:34948364-34948387	TRAF1	13.287216447971053	61.993111176430986
chr16:36618541-36618564	CD86	80.67238557696712	88.0954737770335
chr6:120218866-120218889	B4GALNT3	43.65799690047632	39.15354390090378
chr1:118844335-118844358	GLI2	65.48699535071448	127.24901767793729
chr9:21091796-21091819	RAVER1	7.592695113126316	2.1751968833835433
chr11:70006319-70006342	DVL2	16.134477115393423	60.90551273473921
chr4:129182021-129182044	S100PBP	47.454344457039475	23.927165717218976
chr5:140635500-140635523	TTYH3	60.74156090501053	57.642717409663895
chr7:19738032-19738055	PVRL2	32.268954230786846	54.379922084588586
chr10:103215674-103215697	LRRIQ1	55.04703957016579	40.24114234259555
chr6:3376397-3376420	SAMD9L	14.236303337111844	0.0
chr7:92661875-92661898	PCF11	62.63973468329211	46.766732992746185
chr1:164249370-164249393	SLC19A2	81.6214724661079	193.59252262113534
chr7:25914824-25914847	CYP2B10	36.06530178735	45.67913455105441
chr7:132837178-132837201	METTL10	143.3121202602592	97.88385975225945
chr4:117881331-117881354	B4GALT2	32.268954230786846	5.437992208458859
chr2:36453028-36453051	OLFR340	87.31599380095264	100.05905663564299
chr15:89475151-89475174	ARSA	62.63973468329211	126.16141923624551
chr13:119469573-119469596	4833420G17RIK	20.87991156109737	8.700787533534173
chr19:32486537-32486560	MINPP1	32.268954230786846	15.226378183684803
chr19:38837108-38837131	TBC1D12	31.319867341646056	82.65748156857465
chr8:71543454-71543477	FAM125A	71.18151668555922	108.75984416917717
chr1:58399004-58399027	BZW1	86.36690691181185	78.30708780180755
chr5:131151034-131151057	WBSCR17	59.79247401586974	39.15354390090378
chr3:30896229-30896252	GPR160	40.81073623305395	36.978347017520235
chr7:19094929-19094952	SIX5	13.287216447971053	11.963582858609488
chr11:73204001-73204024	SHPK	24.67625911766053	19.57677195045189
chr6:136328952-136328975	GM8994	31.319867341646056	44.591536109362636
chr8:86560320-86560343	ABCC12	112.94133980775395	68.51870182658162
chr4:129182013-129182036	S100PBP	101.55229713806447	6.52559065015063
chr3:34650532-34650555	SOX2	277.13337162911057	101.14665507733477
chr9:107901248-107901271	MON1A	16.134477115393423	0.0
chr13:12247395-12247418	MTR	77.82512490954474	112.02263949425249
chr4:119232369-119232392	AU022252	32.268954230786846	48.94192987612973
chr12:56533741-56533764	NKX2-1	56.945213348447375	46.766732992746185
chr1:52925385-52925408	1700019D03RIK	17.08356400453421	41.32874078428733
chr7:101902132-101902155	TOMT	18.98173778281579	0.0
chr2:26924474-26924497	SURF4	90.163254468375	22.839567275527205
chr17:33433519-33433542	ACTL9	117.6867742534579	385.00984835888715
chr3:116641752-116641775	HIAT1	73.07969046384079	156.6141756036151
chr14:33362511-33362534	ARHGAP22	65.48699535071448	126.16141923624551
chr4:62428352-62428375	RNF183	10.439955780548685	19.57677195045189
chr7:49759731-49759754	HTATIP2	110.09407914033159	154.43897872023157
chr16:76293224-76293247	NRIP1	54.097952681025006	185.97933352929294
chr13:8958530-8958553	IDI2	49.35251823532106	85.92027689364996
chr16:97763526-97763549	RIPK4	22.778085339378947	50.029528317821494
chr17:43487214-43487237	MEP1A	91.11234135751579	171.8405537872999
chr10:75916840-75916863	SMARCB1	40.81073623305395	5.437992208458859
chr5:116225267-116225290	CCDC60	59.79247401586974	59.817914293047444
chr14:56558708-56558731	CENPJ	55.99612645930658	28.277559483986064
chr11:87585136-87585159	SEP-04	88.26508069009343	43.50393766767087
chr14:55720813-55720836	RABGGTA	31.319867341646056	3.262795325075315
chr1:177743313-177743336	1700016C15RIK	131.92307759056973	126.16141923624551
chr9:38403149-38403172	OLFR147	111.04316602947237	110.9350410525607
chr16:43990672-43990695	GRAMD1C	101.55229713806447	28.277559483986064
chr2:167484387-167484410	SPATA2	22.778085339378947	56.55511896797213
chr6:116516152-116516175	OLFR212	19.93082467195658	36.978347017520235
chr10:121561698-121561721	TBK1	135.7194251471329	101.14665507733477
chr16:22865474-22865497	DNAJB11	77.82512490954474	296.9143745818537
chr8:56039664-56039687	GLRA3	65.48699535071448	51.11712675951327
chr8:106874152-106874175	HAS3	37.96347556563158	46.766732992746185
chr8:92836067-92836090	MMP2	21.82899845023816	82.65748156857465
chr5:145161100-145161123	PTCD1	44.60708378961711	71.78149715165694
chr10:118146895-118146918	MDM1	18.98173778281579	11.963582858609488
chr16:4551990-4552013	TFAP4	74.97786424212238	70.69389870996515
chr13:8958529-8958552	IDI2	61.69064779415132	18.489173508760118
chr7:127592801-127592824	RNF40	39.86164934391316	14.138779741993032
chr19:3852316-3852339	CHKA	26.574432895942106	11.963582858609488
chr6:48702741-48702764	GIMAP6	31.319867341646056	9.788385975225944
chr16:22866946-22866969	DNAJB11	32.268954230786846	110.9350410525607
chr13:12231006-12231029	MTR	58.84338712672895	41.32874078428733
chr17:27879673-27879696	UHRF1BP1	69.28334290727764	90.27067066041705
chr12:111410260-111410283	A230065H16RIK	3.796347556563158	11.963582858609488
chr10:85184343-85184366	CRY1	25.62534600680132	9.788385975225944
chr2:163828869-163828892	WISP2	36.06530178735	72.8690955933487
chr14:50926321-50926344	APEX1	111.04316602947237	28.277559483986064
chr1:180726205-180726228	ACBD3	17.08356400453421	0.0
chr6:130065189-130065212	KLRA4	56.945213348447375	87.00787533534174
chr3:34650754-34650777	SOX2	9.490868891407896	14.138779741993032
chr12:85095059-85095082	PROX2	10.439955780548685	32.62795325075315
chr2:167307579-167307602	B4GALT5	25.62534600680132	21.751968833835434
chr1:94022537-94022560	NEU4	63.5888215724329	144.65059274500564
chr10:111976750-111976773	KRR1	53.14886579188421	0.0
chr4:155250574-155250597	2610002J02RIK	12.338129558830264	0.0
chr4:152297556-152297579	ICMT	7.592695113126316	0.0
chr12:117688568-117688591	RAPGEF5	70.23242979641843	59.817914293047444
chr2:132075568-132075591	SLC23A2	24.67625911766053	58.73031585135567
chr7:15942828-15942851	GLTSCR2	8.541782002267105	9.788385975225944
chr7:19414918-19414941	CKM	56.945213348447375	155.52657716192334
chr3:92408796-92408819	SPRR2I	33.21804111992763	34.80315013413669
chr13:30224510-30224533	MBOAT1	46.50525756789869	33.71555169244492
chr9:81632297-81632320	HTR1B	11.389042669689474	48.94192987612973
chr13:46289689-46289712	GM1574	22.778085339378947	4.350393766767087
chr4:91308697-91308720	ELAVL2	123.38129558830263	109.84744261086894
chr2:32259666-32259689	UCK1	45.556170678757894	0.0
chr13:23934573-23934596	HIST1H2AA	60.74156090501053	50.029528317821494
chr9:15308772-15308795	TAF1D	21.82899845023816	4.350393766767087
chr4:108848289-108848312	KTI12	9.490868891407896	0.0
chr5:140331156-140331179	FTSJ2	41.75982312219474	39.15354390090378
chr2:126729264-126729287	USP8	57.89430023758816	158.78937248699867
chr17:37020665-37020688	MOG	26.574432895942106	3.262795325075315
chr18:37342854-37342877	PCDHB7	75.92695113126317	63.080709618122754
chrX:142189185-142189208	GUCY2F	21.82899845023816	9.788385975225944
chr5:121579666-121579689	ALDH2	35.116214898209215	83.74508001026642
chr7:49911965-49911988	SLC6A5	7.592695113126316	2.1751968833835433
chr9:78411733-78411756	DDX43	65.48699535071448	125.07382079455374
chr1:173875574-173875597	MNDAL	21.82899845023816	61.993111176430986
chr11:108939315-108939338	AXIN2	87.31599380095264	29.365157925677835
chr2:180972081-180972104	ARFGAP1	63.5888215724329	23.927165717218976
chr1:164249377-164249400	SLC19A2	43.65799690047632	59.817914293047444
chr6:149144328-149144351	4833442J19RIK	49.35251823532106	38.06594545921201
chr13:66930034-66930057	MTERFD1	28.472606674223687	14.138779741993032
chr11:43682451-43682474	PWWP2A	6.6436082239855265	3.262795325075315
chr4:93335203-93335226	TUSC1	20.87991156109737	68.51870182658162
chr4:148164279-148164302	FBXO2	66.43608223985527	240.35925561388154
chr4:92146338-92146361	IZUMO3	41.75982312219474	48.94192987612973
chr8:66704046-66704069	NPY1R	59.79247401586974	40.24114234259555
chr2:113365375-113365398	FMN1	11.389042669689474	6.52559065015063
chr5:140328705-140328728	FTSJ2	46.50525756789869	128.33661611962907
chr2:113364975-113364998	FMN1	43.65799690047632	193.59252262113534
chr3:53860241-53860264	UFM1	47.454344457039475	117.46063170271134
chr4:62428292-62428315	RNF183	54.097952681025006	22.839567275527205
chr2:32259907-32259930	UCK1	55.04703957016579	160.9645693703822
chr14:25646839-25646862	ZMIZ1	29.421693563364474	3.262795325075315
chr1:134406416-134406439	CYB5R1	55.04703957016579	40.24114234259555
chr2:110862873-110862896	ANO3	39.86164934391316	2.1751968833835433
chr15:102223423-102223446	ITGB7	29.421693563364474	47.85433143443795
chr18:34592973-34592996	4933408B17RIK	46.50525756789869	45.67913455105441
chr1:74486624-74486647	USP37	132.87216447971053	109.84744261086894
chr1:75482817-75482840	TMEM198	29.421693563364474	79.39468624349934
chr18:25504504-25504527	CELF4	52.199778902743425	34.80315013413669
chr5:105888512-105888535	ZFP326	33.21804111992763	63.080709618122754
chr1:165916964-165916987	POU2F1	25.62534600680132	9.788385975225944
chr17:74599286-74599309	BIRC6	85.41782002267105	71.78149715165694
chr17:69387852-69387875	ZFP161	90.163254468375	232.74606652203914
chr19:25673566-25673589	DMRT2	28.472606674223687	3.262795325075315
chr7:132597770-132597793	NKX1-2	24.67625911766053	11.963582858609488
chrX:57388802-57388825	RBMX	72.1306035747	41.32874078428733
chr17:35021586-35021609	D17H6S56E-3	32.268954230786846	0.0
chr2:119035311-119035334	RPUSD2	29.421693563364474	2.1751968833835433
chr7:28733449-28733472	FBXO17	47.454344457039475	25.014764158910747
chr9:21086627-21086650	RAVER1	33.21804111992763	13.05118130030126
chr13:100643555-100643578	RAD17	49.35251823532106	21.751968833835434
chr6:122828484-122828507	FOXJ2	73.07969046384079	59.817914293047444
chr13:54599101-54599124	CLTB	55.99612645930658	57.642717409663895
chr6:93760711-93760734	MAGI1	47.454344457039475	58.73031585135567
chr16:43992086-43992109	GRAMD1C	40.81073623305395	125.07382079455374
chr4:124885649-124885672	EPHA10	36.06530178735	21.751968833835434
chr5:137735918-137735941	6430598A04RIK	37.96347556563158	8.700787533534173
chr8:94811181-94811204	CCL17	38.91256245477237	73.95669403504047
chr16:4875791-4875814	FAM100A	38.91256245477237	26.10236260060252
chr14:20576557-20576580	USP54	46.50525756789869	41.32874078428733
chr5:123653890-123653913	CLIP1	25.62534600680132	28.277559483986064
chr17:47820929-47820952	MDFI	60.74156090501053	70.69389870996515
chr6:3375035-3375058	SAMD9L	88.26508069009343	73.95669403504047
chr2:121235725-121235748	TRP53BP1	30.370780452505265	28.277559483986064
chr12:103767865-103767888	SERPINA1D	58.84338712672895	98.97145819395122
chr5:137738052-137738075	6430598A04RIK	65.48699535071448	66.34350494319807
chr11:105329220-105329243	MRC2	61.69064779415132	6.52559065015063
chrX:141618189-141618212	COL4A5	88.26508069009343	55.46752052628035
chr5:53061416-53061439	SLC34A2	32.268954230786846	60.90551273473921
chr5:53058436-53058459	SLC34A2	25.62534600680132	100.05905663564299
chr7:120182180-120182203	ANKS4B	50.301605124461844	65.2559065015063
chr14:99098738-99098761	DIS3	51.25069201360264	105.49704884410185
chr4:137755158-137755181	ALPL	37.96347556563158	59.817914293047444
chr7:64318310-64318333	MTMR10	32.268954230786846	19.57677195045189
chr12:84876093-84876116	LTBP2	118.63586114259869	90.27067066041705
chr10:41898205-41898228	SESN1	46.50525756789869	69.60630026827339
chr19:53919700-53919723	PDCD4	93.95960202493816	107.67224572748539
chr8:71968127-71968150	ZFP961	3.796347556563158	1.0875984416917717
chr14:55720373-55720396	RABGGTA	63.5888215724329	0.0
chr14:55745892-55745915	2610027L16RIK	16.134477115393423	0.0
chr2:28735514-28735537	AK8	24.67625911766053	31.540354809061377
chr11:77968917-77968940	SEZ6	7.592695113126316	21.751968833835434
chr2:122638318-122638341	AA467197	16.134477115393423	41.32874078428733
chr4:44012980-44013003	CLTA	14.236303337111844	1.0875984416917717
chr13:32722224-32722247	MYLK4	46.50525756789869	7.6131890918424014
chr8:70677853-70677876	LSM4	62.63973468329211	16.313976625376576
chr1:134407649-134407672	CYB5R1	34.16712800906842	26.10236260060252
chr11:106213145-106213168	CCDC47	30.370780452505265	95.7086628688759
chr14:59419299-59419322	SETDB2	66.43608223985527	193.59252262113534
chr10:61107593-61107616	SGPL1	46.50525756789869	50.029528317821494
chr1:92886227-92886250	ANKMY1	64.53790846157369	50.029528317821494
chr10:128641234-128641257	IKZF4	67.38516912899605	44.591536109362636
chr8:105478755-105478778	ZDHHC1	27.523519785082897	2.1751968833835433
chr11:73214147-73214170	SHPK	31.319867341646056	76.13189091842402
chr2:91204274-91204297	ACP2	67.38516912899605	63.080709618122754
chr9:95678337-95678360	PCOLCE2	38.91256245477237	126.16141923624551
chr2:125247853-125247876	DUT	3.796347556563158	0.0
chr2:164431225-164431248	SDC4	50.301605124461844	70.69389870996515
chr11:43682234-43682257	PWWP2A	8.541782002267105	0.0
chr1:121527918-121527941	HTR5B	55.99612645930658	30.452756367369606
